0	1	label	predict
-3.3410	-4.0220	1	1
-21.0780	12.6680	2	2
5.8320	-1.2370	1	1
-1.1450	-5.2870	1	1
-4.0830	18.9790	2	2
-10.9210	22.4770	2	2
-7.8060	21.7450	2	2
-3.3770	-3.8210	1	1
-2.3350	15.6190	2	2
-4.6200	19.5990	2	2
-5.0070	1.3310	1	1
-5.7950	5.4130	2	2
-2.3440	-4.6640	1	1
0.2390	-5.4920	1	1
-16.4070	21.1430	2	2
-3.8100	18.5840	2	2
-20.8940	12.8340	2	2
0.7610	5.4970	1	1
-3.9610	7.2830	2	2
-0.2280	5.4590	1	1
3.4270	4.7140	1	1
2.9490	-4.9010	1	1
-20.2880	16.5590	2	2
-3.0070	17.6060	2	2
-4.4260	19.2330	2	2
-3.8310	-3.3100	1	1
-4.8650	19.8340	2	2
3.3690	4.6130	1	1
3.6220	-4.5050	1	1
-2.1350	11.1870	2	2
-0.6740	5.3990	1	1
-4.6650	2.2370	1	1
-6.3970	20.9670	2	2
-15.3580	4.3900	2	2
-4.0120	-3.0760	1	1
5.5090	1.8810	1	1
-4.3580	-2.4110	1	1
-20.9040	12.1720	2	2
-17.1870	5.5140	2	2
1.5930	5.3590	1	1
-14.4460	4.0180	2	2
-16.6280	20.9670	2	2
2.5310	5.0630	1	1
-17.0260	20.5870	2	2
-0.7840	-5.3370	1	1
-2.6360	9.1360	2	2
1.8950	-5.3370	1	1
-4.4000	2.8330	1	1
-13.1790	3.6750	2	2
-18.9050	18.7170	2	2
-2.5500	4.6130	1	1
1.2410	-5.4590	1	1
-1.9850	11.1870	2	2
-5.0240	20.0600	2	2
5.6880	1.6080	1	1
4.3170	3.8890	1	1
