0	1	label	predict
0.1950	-1.0390	1	1
-0.9640	-0.9650	1	1
2.3770	0.8390	1	1
3.9570	-0.1400	1	1
-2.4880	-0.7830	1	1
0.4710	0.9550	1	1
0.2810	3.3060	2	2
-1.9810	0.8510	1	1
1.1980	-0.9390	1	1
0.2860	6.1470	2	2
1.0020	-1.0060	1	1
-0.9170	-0.9340	1	1
-0.2510	2.8480	2	2
-1.6170	-0.9140	1	1
-2.5980	-0.8030	1	1
2.0230	-0.8840	1	1
1.0420	-0.9520	1	1
-0.2370	2.7100	2	2
2.9860	-0.6160	1	1
-2.0620	0.8870	1	1
0.3060	4.0060	2	2
2.1910	0.8000	1	1
-3.2080	-0.5470	1	1
-0.2260	6.7560	2	2
3.2110	0.5600	1	1
3.7410	0.3620	1	1
-3.6740	0.3810	1	1
-1.7620	0.9220	1	1
-0.2230	6.6570	2	2
