0	1	label	predict
4.1726	5.3093	2	2
2.6375	2.1431	1	1
2.4293	2.8097	1	1
5.0619	4.8534	2	2
4.4617	5.0194	2	2
3.9897	5.3169	2	2
5.0787	5.2486	2	2
3.2872	2.3239	1	1
5.2734	4.3356	2	2
3.1396	1.9599	1	1
2.5789	2.9757	1	1
4.8488	4.8152	2	2
4.3906	3.7138	2	2
3.5760	4.7852	2	2
2.5902	1.7430	1	1
4.4320	3.8430	2	2
4.7568	5.1794	2	2
5.2814	4.0300	2	2
5.6518	4.6327	2	2
2.3561	2.2698	1	1
2.7921	1.6736	1	1
2.4265	3.1767	1	1
4.6455	4.5345	2	2
4.5263	3.7689	2	2
5.2110	4.8284	2	2
4.8497	4.9165	2	2
1.6930	1.8638	1	1
3.0227	2.0253	1	1
1.4695	2.2097	1	1
3.3523	2.4330	1	1
1.5838	2.6503	1	1
5.1136	4.5731	2	2
3.9979	4.9120	2	2
5.2859	4.3441	2	2
1.5117	2.4982	1	1
3.8819	5.0265	2	2
2.3306	1.3940	1	1
5.1638	4.0012	2	2
4.0139	4.4901	2	2
2.6969	1.6441	1	1
2.1711	1.6013	1	1
5.1159	4.4469	2	2
4.5467	4.6754	2	2
4.9746	4.2733	2	2
2.3967	2.9524	1	1
1.4334	2.2691	1	1
5.3290	4.8857	2	2
4.7565	3.9493	2	2
5.6688	4.8277	2	2
1.5818	2.8216	1	1
1.2761	2.5407	1	1
5.0037	4.4674	2	2
3.8667	4.1570	2	2
4.7203	5.4005	2	2
1.7106	2.9495	1	1
2.2758	1.6625	1	1
2.8469	1.9286	1	1
3.2686	2.4182	1	1
4.7135	3.7620	2	2
2.1374	2.0441	1	1
4.2776	4.1027	2	2
4.2902	4.4562	2	2
1.7863	2.4338	1	1
4.4932	4.7538	2	2
2.2038	3.2163	1	1
3.2893	2.5403	1	1
4.2942	5.0729	2	2
5.4295	4.4465	2	2
4.7022	4.8242	2	2
2.9235	2.5889	1	1
1.9748	1.8471	1	1
2.5593	2.3659	1	1
5.2477	4.5552	2	2
2.3582	3.1383	1	1
4.5154	4.0839	2	2
1.7808	2.8369	1	1
2.7537	1.8748	1	1
3.6772	4.4777	2	2
5.0398	3.9215	2	2
2.8793	2.9451	1	1
4.6642	3.6326	2	2
3.9719	5.0770	2	2
2.0386	1.5381	1	1
2.1700	1.2954	1	1
1.6982	2.6647	1	1
5.2846	5.1811	2	2
3.7265	4.5434	2	2
4.3527	4.1612	2	2
4.0273	5.1846	2	2
1.9931	3.2250	1	1
2.4068	2.5440	1	1
1.2859	2.2509	1	1
2.1137	1.3469	1	1
4.1548	5.1490	2	2
4.3609	3.7977	2	2
4.7927	4.2897	2	2
1.8644	2.8717	1	1
4.3737	5.1431	2	2
5.0645	3.9317	2	2
2.6692	2.3007	1	1
4.7870	5.1834	2	2
2.9945	1.7888	1	1
2.7526	1.9273	1	1
3.5804	4.7073	2	2
4.0307	4.0499	2	2
4.5714	4.3853	2	2
1.6948	1.7030	1	1
5.5039	4.2076	2	2
2.8465	2.9902	1	1
1.4917	2.2762	1	1
1.8972	2.9747	1	1
3.9458	5.2738	2	2
4.2246	4.5844	2	2
2.7152	2.9093	1	1
5.0223	3.8834	2	2
2.2797	2.8549	1	1
3.1930	2.5844	1	1
4.5167	4.8085	2	2
2.1430	1.7404	1	1
1.8017	1.9935	1	1
3.8951	3.9165	2	2
2.7762	2.0472	1	1
2.7003	2.9473	1	1
2.3254	1.9880	1	1
4.6309	3.6531	2	2
2.9024	2.2410	1	1
4.6057	5.5819	2	2
4.4694	4.7310	2	2
2.4358	1.9301	1	1
2.5415	2.0292	1	1
5.5583	4.2084	2	2
2.9709	2.5935	1	1
2.6474	2.5152	1	1
4.0295	4.1715	2	2
2.1984	2.4371	1	1
1.5851	2.8056	1	1
5.0251	5.4682	2	2
2.2128	1.9576	1	1
2.9415	1.7662	1	1
4.7958	5.1175	2	2
